2020-05-04 09:40:25,799 charges_calc.py:73  WARNING Invalid end date of 2017-03-22 00:00:00 found in record RNT001
2020-05-04 09:40:26,355 charges_calc.py:73  WARNING Invalid end date of 2016-11-24 00:00:00 found in record RNT931
2020-05-04 09:40:26,356 charges_calc.py:82  WARNING Value Error on record RNT931, value {'product_code': 'PRD94', 'units_rented': 5, 'price_per_day': 38, 'rental_start': '3/17/18', 'rental_end': '11/24/16', 'total_days': -478, 'total_price': -18164} square of the total price
2020-05-04 09:40:26,356 charges_calc.py:73  WARNING Invalid end date of 2016-04-30 00:00:00 found in record RNT932
2020-05-04 09:40:26,357 charges_calc.py:82  WARNING Value Error on record RNT932, value {'product_code': 'PRD63', 'units_rented': 3, 'price_per_day': 40, 'rental_start': '5/15/18', 'rental_end': '4/30/16', 'total_days': -745, 'total_price': -29800} square of the total price
2020-05-04 09:40:26,357 charges_calc.py:73  WARNING Invalid end date of 2018-02-21 00:00:00 found in record RNT935
2020-05-04 09:40:26,358 charges_calc.py:82  WARNING Value Error on record RNT935, value {'product_code': 'PRD97', 'units_rented': 5, 'price_per_day': 20, 'rental_start': '3/2/18', 'rental_end': '2/21/18', 'total_days': -9, 'total_price': -180} square of the total price
2020-05-04 09:40:26,358 charges_calc.py:73  WARNING Invalid end date of 2017-03-14 00:00:00 found in record RNT937
2020-05-04 09:40:26,359 charges_calc.py:82  WARNING Value Error on record RNT937, value {'product_code': 'PRD57', 'units_rented': 10, 'price_per_day': 19, 'rental_start': '3/27/17', 'rental_end': '3/14/17', 'total_days': -13, 'total_price': -247} square of the total price
2020-05-04 09:40:26,359 charges_calc.py:73  WARNING Invalid end date of 2016-08-07 00:00:00 found in record RNT938
2020-05-04 09:40:26,360 charges_calc.py:82  WARNING Value Error on record RNT938, value {'product_code': 'PRD6', 'units_rented': 5, 'price_per_day': 36, 'rental_start': '6/30/17', 'rental_end': '8/7/16', 'total_days': -327, 'total_price': -11772} square of the total price
2020-05-04 09:40:26,362 charges_calc.py:73  WARNING Invalid end date of 2016-03-23 00:00:00 found in record RNT939
2020-05-04 09:40:26,363 charges_calc.py:82  WARNING Value Error on record RNT939, value {'product_code': 'PRD94', 'units_rented': 1, 'price_per_day': 33, 'rental_start': '12/10/17', 'rental_end': '3/23/16', 'total_days': -627, 'total_price': -20691} square of the total price
2020-05-04 09:40:26,363 charges_calc.py:73  WARNING Invalid end date of 2016-10-15 00:00:00 found in record RNT940
2020-05-04 09:40:26,364 charges_calc.py:82  WARNING Value Error on record RNT940, value {'product_code': 'PRD2', 'units_rented': 6, 'price_per_day': 13, 'rental_start': '10/23/16', 'rental_end': '10/15/16', 'total_days': -8, 'total_price': -104} square of the total price
2020-05-04 09:40:26,364 charges_calc.py:73  WARNING Invalid end date of 2017-02-21 00:00:00 found in record RNT942
2020-05-04 09:40:26,365 charges_calc.py:82  WARNING Value Error on record RNT942, value {'product_code': 'PRD29', 'units_rented': 3, 'price_per_day': 35, 'rental_start': '4/7/17', 'rental_end': '2/21/17', 'total_days': -45, 'total_price': -1575} square of the total price
2020-05-04 09:40:26,367 charges_calc.py:73  WARNING Invalid end date of 2016-02-10 00:00:00 found in record RNT943
2020-05-04 09:40:26,367 charges_calc.py:82  WARNING Value Error on record RNT943, value {'product_code': 'PRD78', 'units_rented': 1, 'price_per_day': 35, 'rental_start': '7/19/17', 'rental_end': '2/10/16', 'total_days': -525, 'total_price': -18375} square of the total price
2020-05-04 09:40:26,368 charges_calc.py:73  WARNING Invalid end date of 2017-07-22 00:00:00 found in record RNT944
2020-05-04 09:40:26,368 charges_calc.py:82  WARNING Value Error on record RNT944, value {'product_code': 'PRD26', 'units_rented': 9, 'price_per_day': 18, 'rental_start': '7/19/18', 'rental_end': '7/22/17', 'total_days': -362, 'total_price': -6516} square of the total price
2020-05-04 09:40:26,369 charges_calc.py:73  WARNING Invalid end date of 2017-08-19 00:00:00 found in record RNT946
2020-05-04 09:40:26,369 charges_calc.py:82  WARNING Value Error on record RNT946, value {'product_code': 'PRD81', 'units_rented': 4, 'price_per_day': 39, 'rental_start': '11/12/17', 'rental_end': '8/19/17', 'total_days': -85, 'total_price': -3315} square of the total price
2020-05-04 09:40:26,370 charges_calc.py:73  WARNING Invalid end date of 2016-09-11 00:00:00 found in record RNT947
2020-05-04 09:40:26,370 charges_calc.py:82  WARNING Value Error on record RNT947, value {'product_code': 'PRD72', 'units_rented': 4, 'price_per_day': 8, 'rental_start': '11/26/16', 'rental_end': '9/11/16', 'total_days': -76, 'total_price': -608} square of the total price
2020-05-04 09:40:26,371 charges_calc.py:73  WARNING Invalid end date of 2017-05-09 00:00:00 found in record RNT948
2020-05-04 09:40:26,373 charges_calc.py:82  WARNING Value Error on record RNT948, value {'product_code': 'PRD90', 'units_rented': 8, 'price_per_day': 7, 'rental_start': '11/30/18', 'rental_end': '5/9/17', 'total_days': -570, 'total_price': -3990} square of the total price
2020-05-04 09:40:26,373 charges_calc.py:73  WARNING Invalid end date of 2016-01-19 00:00:00 found in record RNT949
2020-05-04 09:40:26,374 charges_calc.py:82  WARNING Value Error on record RNT949, value {'product_code': 'PRD50', 'units_rented': 4, 'price_per_day': 21, 'rental_start': '8/30/16', 'rental_end': '1/19/16', 'total_days': -224, 'total_price': -4704} square of the total price
2020-05-04 09:40:26,374 charges_calc.py:73  WARNING Invalid end date of 2016-12-16 00:00:00 found in record RNT951
2020-05-04 09:40:26,375 charges_calc.py:82  WARNING Value Error on record RNT951, value {'product_code': 'PRD99', 'units_rented': 2, 'price_per_day': 5, 'rental_start': '8/27/18', 'rental_end': '12/16/16', 'total_days': -619, 'total_price': -3095} square of the total price
2020-05-04 09:40:26,375 charges_calc.py:73  WARNING Invalid end date of 2017-07-09 00:00:00 found in record RNT955
2020-05-04 09:40:26,376 charges_calc.py:82  WARNING Value Error on record RNT955, value {'product_code': 'PRD74', 'units_rented': 7, 'price_per_day': 35, 'rental_start': '10/15/17', 'rental_end': '7/9/17', 'total_days': -98, 'total_price': -3430} square of the total price
2020-05-04 09:40:26,376 charges_calc.py:73  WARNING Invalid end date of 2016-02-29 00:00:00 found in record RNT956
2020-05-04 09:40:26,377 charges_calc.py:82  WARNING Value Error on record RNT956, value {'product_code': 'PRD43', 'units_rented': 6, 'price_per_day': 16, 'rental_start': '5/17/16', 'rental_end': '2/29/16', 'total_days': -78, 'total_price': -1248} square of the total price
2020-05-04 09:40:26,377 charges_calc.py:73  WARNING Invalid end date of 2017-11-01 00:00:00 found in record RNT957
2020-05-04 09:40:26,378 charges_calc.py:82  WARNING Value Error on record RNT957, value {'product_code': 'PRD28', 'units_rented': 9, 'price_per_day': 30, 'rental_start': '6/14/18', 'rental_end': '11/1/17', 'total_days': -225, 'total_price': -6750} square of the total price
2020-05-04 09:40:26,378 charges_calc.py:73  WARNING Invalid end date of 2016-11-13 00:00:00 found in record RNT958
2020-05-04 09:40:26,379 charges_calc.py:82  WARNING Value Error on record RNT958, value {'product_code': 'PRD82', 'units_rented': 10, 'price_per_day': 24, 'rental_start': '6/21/17', 'rental_end': '11/13/16', 'total_days': -220, 'total_price': -5280} square of the total price
2020-05-04 09:40:26,379 charges_calc.py:73  WARNING Invalid end date of 2016-07-21 00:00:00 found in record RNT959
2020-05-04 09:40:26,380 charges_calc.py:82  WARNING Value Error on record RNT959, value {'product_code': 'PRD92', 'units_rented': 1, 'price_per_day': 19, 'rental_start': '2/8/17', 'rental_end': '7/21/16', 'total_days': -202, 'total_price': -3838} square of the total price
2020-05-04 09:40:26,380 charges_calc.py:73  WARNING Invalid end date of 2016-10-22 00:00:00 found in record RNT960
2020-05-04 09:40:26,380 charges_calc.py:82  WARNING Value Error on record RNT960, value {'product_code': 'PRD30', 'units_rented': 6, 'price_per_day': 22, 'rental_start': '3/1/18', 'rental_end': '10/22/16', 'total_days': -495, 'total_price': -10890} square of the total price
2020-05-04 09:40:26,383 charges_calc.py:73  WARNING Invalid end date of 2018-03-19 00:00:00 found in record RNT961
2020-05-04 09:40:26,384 charges_calc.py:82  WARNING Value Error on record RNT961, value {'product_code': 'PRD67', 'units_rented': 2, 'price_per_day': 14, 'rental_start': '5/14/18', 'rental_end': '3/19/18', 'total_days': -56, 'total_price': -784} square of the total price
2020-05-04 09:40:26,384 charges_calc.py:73  WARNING Invalid end date of 2017-06-25 00:00:00 found in record RNT962
2020-05-04 09:40:26,385 charges_calc.py:82  WARNING Value Error on record RNT962, value {'product_code': 'PRD27', 'units_rented': 7, 'price_per_day': 19, 'rental_start': '8/20/17', 'rental_end': '6/25/17', 'total_days': -56, 'total_price': -1064} square of the total price
2020-05-04 09:40:26,385 charges_calc.py:73  WARNING Invalid end date of 2016-12-13 00:00:00 found in record RNT963
2020-05-04 09:40:26,386 charges_calc.py:82  WARNING Value Error on record RNT963, value {'product_code': 'PRD20', 'units_rented': 7, 'price_per_day': 16, 'rental_start': '1/16/17', 'rental_end': '12/13/16', 'total_days': -34, 'total_price': -544} square of the total price
2020-05-04 09:40:26,386 charges_calc.py:73  WARNING Invalid end date of 2017-10-13 00:00:00 found in record RNT965
2020-05-04 09:40:26,387 charges_calc.py:82  WARNING Value Error on record RNT965, value {'product_code': 'PRD19', 'units_rented': 10, 'price_per_day': 30, 'rental_start': '12/15/17', 'rental_end': '10/13/17', 'total_days': -63, 'total_price': -1890} square of the total price
2020-05-04 09:40:26,387 charges_calc.py:73  WARNING Invalid end date of 2017-04-06 00:00:00 found in record RNT967
2020-05-04 09:40:26,388 charges_calc.py:82  WARNING Value Error on record RNT967, value {'product_code': 'PRD14', 'units_rented': 5, 'price_per_day': 26, 'rental_start': '10/18/18', 'rental_end': '4/6/17', 'total_days': -560, 'total_price': -14560} square of the total price
2020-05-04 09:40:26,388 charges_calc.py:73  WARNING Invalid end date of 2016-05-27 00:00:00 found in record RNT969
2020-05-04 09:40:26,389 charges_calc.py:82  WARNING Value Error on record RNT969, value {'product_code': 'PRD77', 'units_rented': 1, 'price_per_day': 36, 'rental_start': '6/28/18', 'rental_end': '5/27/16', 'total_days': -762, 'total_price': -27432} square of the total price
2020-05-04 09:40:26,390 charges_calc.py:73  WARNING Invalid end date of 2016-04-19 00:00:00 found in record RNT970
2020-05-04 09:40:26,390 charges_calc.py:82  WARNING Value Error on record RNT970, value {'product_code': 'PRD61', 'units_rented': 1, 'price_per_day': 22, 'rental_start': '2/26/18', 'rental_end': '4/19/16', 'total_days': -678, 'total_price': -14916} square of the total price
2020-05-04 09:40:26,391 charges_calc.py:73  WARNING Invalid end date of 2017-01-13 00:00:00 found in record RNT971
2020-05-04 09:40:26,391 charges_calc.py:82  WARNING Value Error on record RNT971, value {'product_code': 'PRD78', 'units_rented': 5, 'price_per_day': 20, 'rental_start': '11/20/17', 'rental_end': '1/13/17', 'total_days': -311, 'total_price': -6220} square of the total price
2020-05-04 09:40:26,391 charges_calc.py:73  WARNING Invalid end date of 2018-02-28 00:00:00 found in record RNT974
2020-05-04 09:40:26,394 charges_calc.py:82  WARNING Value Error on record RNT974, value {'product_code': 'PRD66', 'units_rented': 6, 'price_per_day': 30, 'rental_start': '10/23/18', 'rental_end': '2/28/18', 'total_days': -237, 'total_price': -7110} square of the total price
2020-05-04 09:40:26,394 charges_calc.py:73  WARNING Invalid end date of 2016-10-10 00:00:00 found in record RNT977
2020-05-04 09:40:26,395 charges_calc.py:82  WARNING Value Error on record RNT977, value {'product_code': 'PRD23', 'units_rented': 8, 'price_per_day': 37, 'rental_start': '4/5/17', 'rental_end': '10/10/16', 'total_days': -177, 'total_price': -6549} square of the total price
2020-05-04 09:40:26,395 charges_calc.py:73  WARNING Invalid end date of 2016-04-16 00:00:00 found in record RNT979
2020-05-04 09:40:26,396 charges_calc.py:82  WARNING Value Error on record RNT979, value {'product_code': 'PRD48', 'units_rented': 4, 'price_per_day': 5, 'rental_start': '9/23/17', 'rental_end': '4/16/16', 'total_days': -525, 'total_price': -2625} square of the total price
2020-05-04 09:40:26,396 charges_calc.py:73  WARNING Invalid end date of 2016-03-16 00:00:00 found in record RNT982
2020-05-04 09:40:26,397 charges_calc.py:82  WARNING Value Error on record RNT982, value {'product_code': 'PRD39', 'units_rented': 10, 'price_per_day': 7, 'rental_start': '11/3/16', 'rental_end': '3/16/16', 'total_days': -232, 'total_price': -1624} square of the total price
2020-05-04 09:40:26,397 charges_calc.py:73  WARNING Invalid end date of 2016-01-16 00:00:00 found in record RNT983
2020-05-04 09:40:26,398 charges_calc.py:82  WARNING Value Error on record RNT983, value {'product_code': 'PRD46', 'units_rented': 2, 'price_per_day': 29, 'rental_start': '11/11/16', 'rental_end': '1/16/16', 'total_days': -300, 'total_price': -8700} square of the total price
2020-05-04 09:40:26,398 charges_calc.py:73  WARNING Invalid end date of 2016-06-30 00:00:00 found in record RNT985
2020-05-04 09:40:26,399 charges_calc.py:82  WARNING Value Error on record RNT985, value {'product_code': 'PRD63', 'units_rented': 1, 'price_per_day': 14, 'rental_start': '11/8/16', 'rental_end': '6/30/16', 'total_days': -131, 'total_price': -1834} square of the total price
2020-05-04 09:40:26,399 charges_calc.py:73  WARNING Invalid end date of 2016-03-11 00:00:00 found in record RNT986
2020-05-04 09:40:26,400 charges_calc.py:82  WARNING Value Error on record RNT986, value {'product_code': 'PRD40', 'units_rented': 2, 'price_per_day': 31, 'rental_start': '11/20/18', 'rental_end': '3/11/16', 'total_days': -984, 'total_price': -30504} square of the total price
2020-05-04 09:40:26,400 charges_calc.py:73  WARNING Invalid end date of 2016-02-28 00:00:00 found in record RNT987
2020-05-04 09:40:26,401 charges_calc.py:82  WARNING Value Error on record RNT987, value {'product_code': 'PRD23', 'units_rented': 7, 'price_per_day': 34, 'rental_start': '9/10/17', 'rental_end': '2/28/16', 'total_days': -560, 'total_price': -19040} square of the total price
2020-05-04 09:40:26,401 charges_calc.py:73  WARNING Invalid end date of 2016-04-07 00:00:00 found in record RNT989
2020-05-04 09:40:26,402 charges_calc.py:82  WARNING Value Error on record RNT989, value {'product_code': 'PRD19', 'units_rented': 10, 'price_per_day': 30, 'rental_start': '10/25/18', 'rental_end': '4/7/16', 'total_days': -931, 'total_price': -27930} square of the total price
2020-05-04 09:40:26,402 charges_calc.py:73  WARNING Invalid end date of 2017-01-02 00:00:00 found in record RNT994
2020-05-04 09:40:26,407 charges_calc.py:82  WARNING Value Error on record RNT994, value {'product_code': 'PRD42', 'units_rented': 5, 'price_per_day': 30, 'rental_start': '6/4/17', 'rental_end': '1/2/17', 'total_days': -153, 'total_price': -4590} square of the total price
2020-05-04 09:40:26,407 charges_calc.py:73  WARNING Invalid end date of 2016-04-14 00:00:00 found in record RNT998
2020-05-04 09:40:26,408 charges_calc.py:82  WARNING Value Error on record RNT998, value {'product_code': 'PRD73', 'units_rented': 7, 'price_per_day': 30, 'rental_start': '9/2/18', 'rental_end': '4/14/16', 'total_days': -871, 'total_price': -26130} square of the total price
2020-05-04 09:40:26,408 charges_calc.py:73  WARNING Invalid end date of 2016-10-02 00:00:00 found in record RNT999
2020-05-04 09:40:26,408 charges_calc.py:82  WARNING Value Error on record RNT999, value {'product_code': 'PRD69', 'units_rented': 8, 'price_per_day': 36, 'rental_start': '10/12/18', 'rental_end': '10/2/16', 'total_days': -740, 'total_price': -26640} square of the total price
