product_id,description,product_type,quantity_available,daily_rate
PID9221,P_Description9221,Dining Room,11,1
PID9222,P_Description9222,Living Room,17,1
PID9223,P_Description9223,Living Room,32,2
PID9224,P_Description9224,Kitchen,20,3
PID9225,P_Description9225,Living Room,27,1
PID9226,P_Description9226,Office,2,4
PID9227,P_Description9227,Dining Room,8,1
PID9228,P_Description9228,Kitchen,6,2
PID9229,P_Description9229,Office,31,3
PID9230,P_Description9230,Dining Room,13,3
PID9231,P_Description9231,Kitchen,3,1
PID9232,P_Description9232,Bedroom,2,1
PID9233,P_Description9233,Bedroom,9,3
PID9234,P_Description9234,Dining Room,38,3
PID9235,P_Description9235,Kitchen,34,1
PID9236,P_Description9236,Dining Room,17,3
PID9237,P_Description9237,Dining Room,38,3
PID9238,P_Description9238,Kitchen,31,1
PID9239,P_Description9239,Bedroom,25,1
PID9240,P_Description9240,Living Room,29,5
PID9241,P_Description9241,Bedroom,19,1
PID9242,P_Description9242,Dining Room,34,1
PID9243,P_Description9243,Dining Room,39,2
PID9244,P_Description9244,Dining Room,13,5
PID9245,P_Description9245,Living Room,14,2
PID9246,P_Description9246,Kitchen,32,5
PID9247,P_Description9247,Kitchen,38,3
PID9248,P_Description9248,Living Room,38,1
PID9249,P_Description9249,Bedroom,26,2
PID9250,P_Description9250,Kitchen,39,1
PID9251,P_Description9251,Dining Room,23,2
PID9252,P_Description9252,Living Room,37,4
PID9253,P_Description9253,Dining Room,9,1
PID9254,P_Description9254,Dining Room,12,5
PID9255,P_Description9255,Dining Room,22,5
PID9256,P_Description9256,Dining Room,2,1
PID9257,P_Description9257,Office,20,1
PID9258,P_Description9258,Bedroom,25,2
PID9259,P_Description9259,Living Room,34,2
PID9260,P_Description9260,Living Room,1,2
PID9261,P_Description9261,Kitchen,28,3
PID9262,P_Description9262,Dining Room,6,4
PID9263,P_Description9263,Office,36,5
PID9264,P_Description9264,Bedroom,14,2
PID9265,P_Description9265,Dining Room,25,4
PID9266,P_Description9266,Office,15,5
PID9267,P_Description9267,Bedroom,33,1
PID9268,P_Description9268,Office,40,3
PID9269,P_Description9269,Bedroom,36,1
PID9270,P_Description9270,Bedroom,33,2
PID9271,P_Description9271,Kitchen,9,1
PID9272,P_Description9272,Kitchen,13,1
PID9273,P_Description9273,Living Room,19,4
PID9274,P_Description9274,Living Room,35,3
PID9275,P_Description9275,Office,5,3
PID9276,P_Description9276,Office,37,4
PID9277,P_Description9277,Bedroom,18,2
PID9278,P_Description9278,Office,22,4
PID9279,P_Description9279,Office,6,5
PID9280,P_Description9280,Living Room,31,1
PID9281,P_Description9281,Living Room,16,3
PID9282,P_Description9282,Kitchen,22,5
PID9283,P_Description9283,Living Room,34,3
PID9284,P_Description9284,Living Room,20,1
PID9285,P_Description9285,Kitchen,11,1
PID9286,P_Description9286,Dining Room,25,2
PID9287,P_Description9287,Office,39,4
PID9288,P_Description9288,Bedroom,5,2
PID9289,P_Description9289,Living Room,24,1
PID9290,P_Description9290,Dining Room,12,5
PID9291,P_Description9291,Living Room,26,3
PID9292,P_Description9292,Dining Room,27,2
PID9293,P_Description9293,Office,10,3
PID9294,P_Description9294,Bedroom,19,5
PID9295,P_Description9295,Dining Room,3,5
PID9296,P_Description9296,Living Room,34,5
PID9297,P_Description9297,Living Room,17,5
PID9298,P_Description9298,Office,11,5
PID9299,P_Description9299,Dining Room,17,2
PID9300,P_Description9300,Bedroom,22,2
PID9301,P_Description9301,Dining Room,36,5
PID9302,P_Description9302,Office,0,5
PID9303,P_Description9303,Bedroom,11,3
PID9304,P_Description9304,Office,28,4
PID9305,P_Description9305,Kitchen,39,3
PID9306,P_Description9306,Office,38,3
PID9307,P_Description9307,Office,21,3
PID9308,P_Description9308,Living Room,1,4
PID9309,P_Description9309,Office,21,2
PID9310,P_Description9310,Bedroom,22,5
PID9311,P_Description9311,Office,21,4
PID9312,P_Description9312,Kitchen,2,5
PID9313,P_Description9313,Office,28,2
PID9314,P_Description9314,Office,12,3
PID9315,P_Description9315,Living Room,21,1
PID9316,P_Description9316,Office,25,2
PID9317,P_Description9317,Kitchen,4,5
PID9318,P_Description9318,Living Room,1,4
PID9319,P_Description9319,Living Room,13,2
PID9320,P_Description9320,Bedroom,9,5
PID9321,P_Description9321,Bedroom,39,4
PID9322,P_Description9322,Kitchen,0,2
PID9323,P_Description9323,Kitchen,22,3
PID9324,P_Description9324,Bedroom,40,5
PID9325,P_Description9325,Bedroom,16,5
PID9326,P_Description9326,Living Room,31,5
PID9327,P_Description9327,Living Room,33,2
PID9328,P_Description9328,Office,29,3
PID9329,P_Description9329,Dining Room,5,3
PID9330,P_Description9330,Living Room,24,5
PID9331,P_Description9331,Living Room,31,3
PID9332,P_Description9332,Dining Room,2,2
PID9333,P_Description9333,Bedroom,7,4
PID9334,P_Description9334,Dining Room,37,2
PID9335,P_Description9335,Kitchen,2,1
PID9336,P_Description9336,Office,0,3
PID9337,P_Description9337,Office,25,1
PID9338,P_Description9338,Dining Room,23,5
PID9339,P_Description9339,Office,38,2
PID9340,P_Description9340,Living Room,30,1
PID9341,P_Description9341,Kitchen,36,1
PID9342,P_Description9342,Dining Room,31,2
PID9343,P_Description9343,Kitchen,7,3
PID9344,P_Description9344,Bedroom,16,3
PID9345,P_Description9345,Bedroom,33,5
PID9346,P_Description9346,Bedroom,34,3
PID9347,P_Description9347,Kitchen,17,3
PID9348,P_Description9348,Bedroom,16,4
PID9349,P_Description9349,Dining Room,25,5
PID9350,P_Description9350,Office,5,1
PID9351,P_Description9351,Living Room,24,2
PID9352,P_Description9352,Living Room,34,1
PID9353,P_Description9353,Dining Room,34,5
PID9354,P_Description9354,Office,36,5
PID9355,P_Description9355,Kitchen,38,3
PID9356,P_Description9356,Bedroom,5,5
PID9357,P_Description9357,Kitchen,32,2
PID9358,P_Description9358,Dining Room,31,5
PID9359,P_Description9359,Office,15,5
PID9360,P_Description9360,Dining Room,10,3
PID9361,P_Description9361,Dining Room,25,1
PID9362,P_Description9362,Bedroom,17,1
PID9363,P_Description9363,Office,14,3
PID9364,P_Description9364,Bedroom,24,5
PID9365,P_Description9365,Office,22,4
PID9366,P_Description9366,Bedroom,31,5
PID9367,P_Description9367,Dining Room,20,2
PID9368,P_Description9368,Living Room,6,5
PID9369,P_Description9369,Dining Room,16,2
PID9370,P_Description9370,Kitchen,38,5
PID9371,P_Description9371,Office,13,5
PID9372,P_Description9372,Dining Room,4,5
PID9373,P_Description9373,Dining Room,7,2
PID9374,P_Description9374,Dining Room,25,4
PID9375,P_Description9375,Office,40,3
PID9376,P_Description9376,Office,39,3
PID9377,P_Description9377,Living Room,12,4
PID9378,P_Description9378,Living Room,13,3
PID9379,P_Description9379,Bedroom,26,3
PID9380,P_Description9380,Kitchen,2,1
PID9381,P_Description9381,Office,4,3
PID9382,P_Description9382,Bedroom,35,4
PID9383,P_Description9383,Kitchen,26,1
PID9384,P_Description9384,Living Room,24,4
PID9385,P_Description9385,Living Room,7,2
PID9386,P_Description9386,Kitchen,32,1
PID9387,P_Description9387,Living Room,29,1
PID9388,P_Description9388,Bedroom,24,5
PID9389,P_Description9389,Dining Room,28,5
PID9390,P_Description9390,Living Room,20,5
PID9391,P_Description9391,Office,36,3
PID9392,P_Description9392,Kitchen,7,3
PID9393,P_Description9393,Bedroom,39,4
PID9394,P_Description9394,Kitchen,10,3
PID9395,P_Description9395,Dining Room,12,1
PID9396,P_Description9396,Kitchen,22,4
PID9397,P_Description9397,Kitchen,29,4
PID9398,P_Description9398,Office,1,3
PID9399,P_Description9399,Dining Room,40,5
PID9400,P_Description9400,Kitchen,3,5
PID9401,P_Description9401,Bedroom,38,4
PID9402,P_Description9402,Dining Room,31,2
PID9403,P_Description9403,Kitchen,26,2
PID9404,P_Description9404,Kitchen,17,5
PID9405,P_Description9405,Bedroom,13,4
PID9406,P_Description9406,Kitchen,4,1
PID9407,P_Description9407,Dining Room,14,3
PID9408,P_Description9408,Dining Room,5,4
PID9409,P_Description9409,Dining Room,19,5
PID9410,P_Description9410,Bedroom,5,2
PID9411,P_Description9411,Bedroom,22,3
PID9412,P_Description9412,Living Room,28,2
PID9413,P_Description9413,Living Room,12,4
PID9414,P_Description9414,Living Room,19,5
PID9415,P_Description9415,Dining Room,16,1
PID9416,P_Description9416,Bedroom,35,2
PID9417,P_Description9417,Bedroom,33,2
PID9418,P_Description9418,Kitchen,29,1
PID9419,P_Description9419,Office,17,2
PID9420,P_Description9420,Dining Room,10,3
PID9421,P_Description9421,Kitchen,2,5
PID9422,P_Description9422,Bedroom,3,5
PID9423,P_Description9423,Living Room,0,3
PID9424,P_Description9424,Office,32,2
PID9425,P_Description9425,Bedroom,12,5
PID9426,P_Description9426,Kitchen,16,2
PID9427,P_Description9427,Living Room,28,2
PID9428,P_Description9428,Living Room,1,3
PID9429,P_Description9429,Living Room,12,5
PID9430,P_Description9430,Living Room,32,1
PID9431,P_Description9431,Dining Room,36,5
PID9432,P_Description9432,Living Room,29,1
PID9433,P_Description9433,Living Room,2,3
PID9434,P_Description9434,Living Room,11,5
PID9435,P_Description9435,Bedroom,0,4
PID9436,P_Description9436,Office,23,4
PID9437,P_Description9437,Living Room,0,5
PID9438,P_Description9438,Office,36,3
PID9439,P_Description9439,Living Room,30,5
PID9440,P_Description9440,Dining Room,20,3
PID9441,P_Description9441,Kitchen,25,1
PID9442,P_Description9442,Bedroom,25,5
PID9443,P_Description9443,Office,11,5
PID9444,P_Description9444,Living Room,38,5
PID9445,P_Description9445,Office,25,3
PID9446,P_Description9446,Bedroom,29,1
PID9447,P_Description9447,Office,38,3
PID9448,P_Description9448,Kitchen,18,3
PID9449,P_Description9449,Dining Room,16,4
PID9450,P_Description9450,Bedroom,1,5
PID9451,P_Description9451,Bedroom,37,1
PID9452,P_Description9452,Living Room,1,2
PID9453,P_Description9453,Dining Room,0,3
PID9454,P_Description9454,Kitchen,18,2
PID9455,P_Description9455,Dining Room,12,4
PID9456,P_Description9456,Dining Room,8,5
PID9457,P_Description9457,Living Room,13,1
PID9458,P_Description9458,Dining Room,40,2
PID9459,P_Description9459,Office,28,1
PID9460,P_Description9460,Bedroom,28,1
PID9461,P_Description9461,Bedroom,26,2
PID9462,P_Description9462,Kitchen,39,3
PID9463,P_Description9463,Living Room,36,3
PID9464,P_Description9464,Bedroom,12,4
PID9465,P_Description9465,Office,20,4
PID9466,P_Description9466,Bedroom,16,4
PID9467,P_Description9467,Office,24,3
PID9468,P_Description9468,Kitchen,10,1
PID9469,P_Description9469,Dining Room,20,2
PID9470,P_Description9470,Living Room,36,4
PID9471,P_Description9471,Kitchen,7,2
PID9472,P_Description9472,Office,9,2
PID9473,P_Description9473,Living Room,3,4
PID9474,P_Description9474,Dining Room,7,5
PID9475,P_Description9475,Dining Room,17,2
PID9476,P_Description9476,Office,16,4
PID9477,P_Description9477,Office,5,5
PID9478,P_Description9478,Dining Room,26,1
PID9479,P_Description9479,Living Room,20,5
PID9480,P_Description9480,Living Room,21,2
PID9481,P_Description9481,Bedroom,11,2
PID9482,P_Description9482,Living Room,14,3
PID9483,P_Description9483,Living Room,23,2
PID9484,P_Description9484,Bedroom,27,3
PID9485,P_Description9485,Office,24,4
PID9486,P_Description9486,Kitchen,30,3
PID9487,P_Description9487,Bedroom,17,1
PID9488,P_Description9488,Office,6,2
PID9489,P_Description9489,Dining Room,23,5
PID9490,P_Description9490,Kitchen,21,1
PID9491,P_Description9491,Living Room,27,3
PID9492,P_Description9492,Bedroom,23,2
PID9493,P_Description9493,Office,18,5
PID9494,P_Description9494,Office,22,1
PID9495,P_Description9495,Bedroom,36,2
PID9496,P_Description9496,Office,22,5
PID9497,P_Description9497,Kitchen,36,4
PID9498,P_Description9498,Office,40,4
PID9499,P_Description9499,Office,24,3
PID9500,P_Description9500,Kitchen,34,1
PID9501,P_Description9501,Living Room,35,3
PID9502,P_Description9502,Bedroom,9,5
PID9503,P_Description9503,Kitchen,22,3
PID9504,P_Description9504,Living Room,2,5
PID9505,P_Description9505,Bedroom,39,5
PID9506,P_Description9506,Office,33,1
PID9507,P_Description9507,Living Room,37,3
PID9508,P_Description9508,Office,5,2
PID9509,P_Description9509,Dining Room,37,5
PID9510,P_Description9510,Office,33,3
PID9511,P_Description9511,Bedroom,15,5
PID9512,P_Description9512,Dining Room,32,5
PID9513,P_Description9513,Office,11,2
PID9514,P_Description9514,Office,22,4
PID9515,P_Description9515,Kitchen,15,5
PID9516,P_Description9516,Dining Room,30,5
PID9517,P_Description9517,Kitchen,7,2
PID9518,P_Description9518,Bedroom,19,2
PID9519,P_Description9519,Kitchen,33,3
PID9520,P_Description9520,Dining Room,2,2
PID9521,P_Description9521,Bedroom,13,4
PID9522,P_Description9522,Bedroom,0,1
PID9523,P_Description9523,Dining Room,25,2
PID9524,P_Description9524,Office,21,2
PID9525,P_Description9525,Dining Room,4,2
PID9526,P_Description9526,Kitchen,14,1
PID9527,P_Description9527,Office,9,3
PID9528,P_Description9528,Bedroom,25,5
PID9529,P_Description9529,Office,8,1
PID9530,P_Description9530,Dining Room,14,4
PID9531,P_Description9531,Bedroom,9,5
PID9532,P_Description9532,Bedroom,14,2
PID9533,P_Description9533,Kitchen,12,5
PID9534,P_Description9534,Dining Room,32,4
PID9535,P_Description9535,Kitchen,36,3
PID9536,P_Description9536,Office,25,1
PID9537,P_Description9537,Kitchen,27,5
PID9538,P_Description9538,Office,17,5
PID9539,P_Description9539,Bedroom,24,5
PID9540,P_Description9540,Kitchen,5,3
PID9541,P_Description9541,Bedroom,30,4
PID9542,P_Description9542,Bedroom,35,4
PID9543,P_Description9543,Bedroom,33,1
PID9544,P_Description9544,Dining Room,5,3
PID9545,P_Description9545,Kitchen,0,4
PID9546,P_Description9546,Bedroom,17,5
PID9547,P_Description9547,Office,20,3
PID9548,P_Description9548,Bedroom,29,5
PID9549,P_Description9549,Bedroom,31,4
PID9550,P_Description9550,Kitchen,18,3
PID9551,P_Description9551,Kitchen,23,5
PID9552,P_Description9552,Kitchen,17,5
PID9553,P_Description9553,Office,0,5
PID9554,P_Description9554,Office,14,3
PID9555,P_Description9555,Bedroom,5,2
PID9556,P_Description9556,Bedroom,37,1
PID9557,P_Description9557,Office,7,2
PID9558,P_Description9558,Bedroom,19,5
PID9559,P_Description9559,Dining Room,27,2
PID9560,P_Description9560,Living Room,4,3
PID9561,P_Description9561,Bedroom,17,4
PID9562,P_Description9562,Bedroom,27,5
PID9563,P_Description9563,Bedroom,13,1
PID9564,P_Description9564,Dining Room,18,3
PID9565,P_Description9565,Dining Room,13,1
PID9566,P_Description9566,Bedroom,28,5
PID9567,P_Description9567,Bedroom,16,2
PID9568,P_Description9568,Bedroom,30,3
PID9569,P_Description9569,Living Room,26,3
PID9570,P_Description9570,Office,24,5
PID9571,P_Description9571,Dining Room,14,1
PID9572,P_Description9572,Dining Room,5,3
PID9573,P_Description9573,Bedroom,3,5
PID9574,P_Description9574,Living Room,17,1
PID9575,P_Description9575,Bedroom,3,5
PID9576,P_Description9576,Office,13,1
PID9577,P_Description9577,Kitchen,4,3
PID9578,P_Description9578,Dining Room,37,3
PID9579,P_Description9579,Office,12,2
PID9580,P_Description9580,Office,35,1
PID9581,P_Description9581,Dining Room,12,4
PID9582,P_Description9582,Living Room,9,5
PID9583,P_Description9583,Kitchen,30,3
PID9584,P_Description9584,Living Room,19,1
PID9585,P_Description9585,Kitchen,37,2
PID9586,P_Description9586,Office,28,1
PID9587,P_Description9587,Dining Room,25,2
PID9588,P_Description9588,Living Room,36,5
PID9589,P_Description9589,Bedroom,36,2
PID9590,P_Description9590,Living Room,11,3
PID9591,P_Description9591,Bedroom,15,1
PID9592,P_Description9592,Office,7,1
PID9593,P_Description9593,Dining Room,10,4
PID9594,P_Description9594,Bedroom,8,2
PID9595,P_Description9595,Office,34,5
PID9596,P_Description9596,Dining Room,18,5
PID9597,P_Description9597,Kitchen,3,4
PID9598,P_Description9598,Kitchen,0,2
PID9599,P_Description9599,Office,35,2
PID9600,P_Description9600,Living Room,20,1
PID9601,P_Description9601,Office,2,1
PID9602,P_Description9602,Kitchen,14,4
PID9603,P_Description9603,Office,7,4
PID9604,P_Description9604,Office,40,4
PID9605,P_Description9605,Office,39,4
PID9606,P_Description9606,Kitchen,25,3
PID9607,P_Description9607,Office,16,3
PID9608,P_Description9608,Kitchen,8,5
PID9609,P_Description9609,Living Room,0,1
PID9610,P_Description9610,Bedroom,31,3
PID9611,P_Description9611,Living Room,4,2
PID9612,P_Description9612,Living Room,22,5
PID9613,P_Description9613,Living Room,27,3
PID9614,P_Description9614,Dining Room,3,5
PID9615,P_Description9615,Office,20,3
PID9616,P_Description9616,Office,27,1
PID9617,P_Description9617,Bedroom,36,5
PID9618,P_Description9618,Living Room,19,3
PID9619,P_Description9619,Office,2,3
PID9620,P_Description9620,Office,2,5
PID9621,P_Description9621,Kitchen,27,2
PID9622,P_Description9622,Dining Room,27,1
PID9623,P_Description9623,Living Room,32,4
PID9624,P_Description9624,Kitchen,39,2
PID9625,P_Description9625,Office,26,4
PID9626,P_Description9626,Kitchen,20,4
PID9627,P_Description9627,Bedroom,14,2
PID9628,P_Description9628,Kitchen,22,5
PID9629,P_Description9629,Bedroom,2,5
PID9630,P_Description9630,Dining Room,14,4
PID9631,P_Description9631,Living Room,25,5
PID9632,P_Description9632,Living Room,32,4
PID9633,P_Description9633,Office,32,5
PID9634,P_Description9634,Living Room,11,2
PID9635,P_Description9635,Bedroom,38,5
PID9636,P_Description9636,Bedroom,10,2
PID9637,P_Description9637,Dining Room,16,3
PID9638,P_Description9638,Kitchen,14,1
PID9639,P_Description9639,Office,20,2
PID9640,P_Description9640,Bedroom,16,3
PID9641,P_Description9641,Living Room,1,5
PID9642,P_Description9642,Bedroom,28,4
PID9643,P_Description9643,Living Room,17,5
PID9644,P_Description9644,Bedroom,16,5
PID9645,P_Description9645,Dining Room,26,5
PID9646,P_Description9646,Living Room,28,1
PID9647,P_Description9647,Living Room,9,5
PID9648,P_Description9648,Bedroom,36,4
PID9649,P_Description9649,Kitchen,2,4
PID9650,P_Description9650,Dining Room,25,4
PID9651,P_Description9651,Office,1,5
PID9652,P_Description9652,Living Room,4,4
PID9653,P_Description9653,Living Room,33,5
PID9654,P_Description9654,Living Room,9,2
